input,expected,f2_threshold,ned_threshold
你的笑生像陽光一樣溫暖。,你的笑聲像陽光一樣溫暖。,0.8,0.1
學習新的事兀總是充滿樂趣。,學習新的事物總是充滿樂趣。,0.8,0.1
桌上的花瓶裡，插著一束美力的玫瑰花。,桌上的花瓶裡，插著一束美麗的玫瑰花。,0.8,0.1
這杯熱克可讓我感到舒適和溫暖。,這杯熱可可讓我感到舒適和溫暖。,0.8,0.1
儘管路途艱難，我們仍要計續前進。,儘管路途艱難，我們仍要繼續前進。,0.8,0.1
保持微笑，你會發現世界更美郝。,保持微笑，你會發現世界更美好。,0.8,0.1
刊書能豐富我們的內心世界。,看書能豐富我們的內心世界。,0.8,0.1
星星點燃瞭夜空，讓一切變得如此神秘。,星星點燃了夜空，讓一切變得如此神秘。,0.8,0.1
這部小說的劇情叩人心弦。,這部小說的劇情扣人心弦。,0.8,0.1
我期待卓暑假的來臨，我們可以一起出去玩。,我期待著暑假的來臨，我們可以一起出去玩。,0.8,0.1
我們應該珍愛大自然，保互我們的家園。,我們應該珍愛大自然，保護我們的家園。,0.8,0.1
去海煸看海，是我最喜歡的休閒活動。,去海邊看海，是我最喜歡的休閒活動。,0.8,0.1
生活中的曉確幸可以讓我們感到快樂。,生活中的小確幸可以讓我們感到快樂。,0.8,0.1
做一個有責韌感的人，對自己和他人都是一種尊重。,做一個有責任感的人，對自己和他人都是一種尊重。,0.8,0.1
美麗的夜空下，繁星點典，令人心馳神往。,美麗的夜空下，繁星點點，令人心馳神往。,0.8,0.1
友誼是生活種最美的風景。,友誼是生活中最美的風景。,0.8,0.1
學媳如同攀登山峰，雖然辛苦，但風景絕佳。,學習如同攀登山峰，雖然辛苦，但風景絕佳。,0.8,0.1
美食可以治愈一切的疲倦和煩瑙。,美食可以治愈一切的疲倦和煩惱。,0.8,0.1
杵處留心，處處皆是美。,處處留心，處處皆是美。,0.8,0.1
感謝每一次的相遇，都讓我學慧了珍惜。,感謝每一次的相遇，都讓我學會了珍惜。,0.8,0.1
你的鼓力是我前進的動力。,你的鼓勵是我前進的動力。,0.8,0.1
大自燃是最好的教科書，它教我們尊重生命。,大自然是最好的教科書，它教我們尊重生命。,0.8,0.1
空氣中彌漫著新鮮的草香，讓人感絕心曠神怡。,空氣中彌漫著新鮮的草香，讓人感覺心曠神怡。,0.8,0.1
學習不應該只是為了城績，而應該是為了提升自己。,學習不應該只是為了成績，而應該是為了提升自己。,0.8,0.1
勇敢是麵對困難的一種態度。,勇敢是面對困難的一種態度。,0.8,0.1
小鳥在樹梢間歌唱，讓我敢到生活的美好。,小鳥在樹梢間歌唱，讓我感到生活的美好。,0.8,0.1
貓咪的眼神總是那麼深邃何神秘。,貓咪的眼神總是那麼深邃和神秘。,0.8,0.1
天空的婪色像一幅無限延伸的畫布。,天空的藍色像一幅無限延伸的畫布。,0.8,0.1
讀一本好書，就像和智褶對話。,讀一本好書，就像和智者對話。,0.8,0.1
善良的心比金錢更友價值。,善良的心比金錢更有價值。,0.8,0.1
常懷感蒽之心，生活會更美好。,常懷感恩之心，生活會更美好。,0.8,0.1
小溪的水潺潺流淌，好似一首每妙的樂曲。,小溪的水潺潺流淌，好似一首美妙的樂曲。,0.8,0.1
你的古勵是我最大的動力。,你的鼓勵是我最大的動力。,0.8,0.1
夏天的夜晚，蟬聲陣陣，燈火陝爍。,夏天的夜晚，蟬聲陣陣，燈火閃爍。,0.8,0.1
堅持就是勝力，一切皆有可能。,堅持就是勝利，一切皆有可能。,0.8,0.1
瘡新是科技進步的推動力。,創新是科技進步的推動力。,0.8,0.1
美食是一種生活的享授。,美食是一種生活的享受。,0.8,0.1
旅行可以拓髖我們的視野。,旅行可以拓寬我們的視野。,0.8,0.1
我們的老師非常熱情，對我們總是忡滿耐心。,我們的老師非常熱情，對我們總是充滿耐心。,0.8,0.1
我們一起看日出，感受到大自然的無力。,我們一起看日出，感受到大自然的魔力。,0.8,0.1
我喜歡這個城市的熱鬧獲活力。,我喜歡這個城市的熱鬧和活力。,0.8,0.1
這個故是的結尾讓人深思。,這個故事的結尾讓人深思。,0.8,0.1
讀書是一中精神的享受。,讀書是一種精神的享受。,0.8,0.1
我們嬰該學會感恩，珍惜生活的每一刻。,我們應該學會感恩，珍惜生活的每一刻。,0.8,0.1
添空中的星星照亮了黑夜。,天空中的星星照亮了黑夜。,0.8,0.1
保護還境就是保護我們的未來。,保護環境就是保護我們的未來。,0.8,0.1
這部電影的特效令人精嘆。,這部電影的特效令人驚嘆。,0.8,0.1
成功需要付出努力和函水。,成功需要付出努力和汗水。,0.8,0.1
我喜歡晨跑，感受清晨的新仙和寧靜。,我喜歡晨跑，感受清晨的新鮮和寧靜。,0.8,0.1
跳五是我釋放壓力的一種方式。,跳舞是我釋放壓力的一種方式。,0.8,0.1
希望我們的有誼能永遠不變。,希望我們的友誼能永遠不變。,0.8,0.1
童粘的記憶總是那麼甜蜜和美好。,童年的記憶總是那麼甜蜜和美好。,0.8,0.1
我希望字己能成為一個有影響力的人。,我希望自己能成為一個有影響力的人。,0.8,0.1
去追逐夢想，部畏困難，不怕失敗。,去追逐夢想，不畏困難，不怕失敗。,0.8,0.1
我們應該學會自愛，兆顧好自己的身心健康。,我們應該學會自愛，照顧好自己的身心健康。,0.8,0.1
椎求知識是人類的天性。,追求知識是人類的天性。,0.8,0.1
我們的生活充滿餎希望和夢想。,我們的生活充滿了希望和夢想。,0.8,0.1
美食不僅可以滿足我們的味，還能滿足我們的心。,美食不僅可以滿足我們的胃，還能滿足我們的心。,0.8,0.1
我喜歡載海邊散步，聽海浪的聲音。,我喜歡在海邊散步，聽海浪的聲音。,0.8,0.1
音勒是心靈的療癒劑，可以讓我們的心情變得平靜。,音樂是心靈的療癒劑，可以讓我們的心情變得平靜。,0.8,0.1
妳的笑容照亮了我的世界。,你的笑容照亮了我的世界。,0.8,0.1
我喜歡這本書的風格和故事情結。,我喜歡這本書的風格和故事情節。,0.8,0.1
這個城市的豐情和特色讓我深深著迷。,這個城市的風情和特色讓我深深著迷。,0.8,0.1
我們應該保護大自然，珍惜我們的家元。,我們應該保護大自然，珍惜我們的家園。,0.8,0.1
我們一起欣賞星控，那美景讓我們難以忘懷。,我們一起欣賞星空，那美景讓我們難以忘懷。,0.8,0.1
你的才華讓我感到佩幅。,你的才華讓我感到佩服。,0.8,0.1
閱獨可以開拓我們的思維，豐富我們的心靈。,閱讀可以開拓我們的思維，豐富我們的心靈。,0.8,0.1
每一個人都有自己的夢想湖追求。,每一個人都有自己的夢想和追求。,0.8,0.1
保持好奇心，你會發現世界充滿驚機。,保持好奇心，你會發現世界充滿驚奇。,0.8,0.1
希望是人聲的火把，可以照亮我們的前途。,希望是人生的火把，可以照亮我們的前途。,0.8,0.1
我們應該學會獨立思考，有自給的見解。,我們應該學會獨立思考，有自己的見解。,0.8,0.1
這首失的語言美麗，意境深遠。,這首詩的語言美麗，意境深遠。,0.8,0.1
樹木的綠色讓我感到舒適和凝靜。,樹木的綠色讓我感到舒適和寧靜。,0.8,0.1
吶場演唱會的氣氛熱烈，令人難忘。,那場演唱會的氣氛熱烈，令人難忘。,0.8,0.1
我們的朋友讓我們的生活充滿樂趣和嗇彩。,我們的朋友讓我們的生活充滿樂趣和色彩。,0.8,0.1
美好的回憶總是讓人感到幸福喝滿足。,美好的回憶總是讓人感到幸福和滿足。,0.8,0.1
生活是一廠馬拉松，我們需要持久的毅力。,生活是一場馬拉松，我們需要持久的毅力。,0.8,0.1
這個APP的設計獨特，操作坊便。,這個APP的設計獨特，操作方便。,0.8,0.1
我們一起去公園也餐，享受大自然的恩賜。,我們一起去公園野餐，享受大自然的恩賜。,0.8,0.1
你的弩力會被看到，你的付出會有回報。,你的努力會被看到，你的付出會有回報。,0.8,0.1
感謝你的鼓勵和知持，你是我前進的動力。,感謝你的鼓勵和支持，你是我前進的動力。,0.8,0.1
這場比賽的結果讓我們有揳驚訝。,這場比賽的結果讓我們有些驚訝。,0.8,0.1
健康的引食習慣對我們的身體有很大的好處。,健康的飲食習慣對我們的身體有很大的好處。,0.8,0.1
音樂會的現場氣氛啡常熱烈。,音樂會的現場氣氛非常熱烈。,0.8,0.1
這個小鎮的風光非常美，有山有水，非常適合妒假。,這個小鎮的風光非常美，有山有水，非常適合度假。,0.8,0.1
這款遊戲的畫面非常精緻，讓人目不俠給。,這款遊戲的畫面非常精緻，讓人目不暇給。,0.8,0.1
我喜歡這部電影的劇情，狠吸引人。,我喜歡這部電影的劇情，很吸引人。,0.8,0.1
這座橋的設計很獨特，吸引了許哆遊客。,這座橋的設計很獨特，吸引了許多遊客。,0.8,0.1
藝術可已豐富我們的生活，讓我們的世界變得更加多彩。,藝術可以豐富我們的生活，讓我們的世界變得更加多彩。,0.8,0.1
這本書的內容非常豐富，值得一痘。,這本書的內容非常豐富，值得一讀。,0.8,0.1
你的話愈總能給我帶來鼓勵和力量。,你的話語總能給我帶來鼓勵和力量。,0.8,0.1
音樂有著治癒人心的麗量。,音樂有著治癒人心的力量。,0.8,0.1
美時是人生中的一大享受。,美食是人生中的一大享受。,0.8,0.1
善待他人，人生會庚美好。,善待他人，人生會更美好。,0.8,0.1
大海的寬闊和深沉另人敬畏。,大海的寬闊和深沉令人敬畏。,0.8,0.1
樹夜在風中飄揚，給人一種寧靜的感覺。,樹葉在風中飄揚，給人一種寧靜的感覺。,0.8,0.1
這個博物館的藏品豐富，讓人大揩眼界。,這個博物館的藏品豐富，讓人大開眼界。,0.8,0.1
我們的友誼如童紅酒，越陳越香。,我們的友誼如同紅酒，越陳越香。,0.8,0.1
這個市場的熱淖和多彩讓人眼花撩亂。,這個市場的熱鬧和多彩讓人眼花撩亂。,0.8,0.1
對知智的追求是人生的一種精神支撐。,對知識的追求是人生的一種精神支撐。,0.8,0.1
這首歌的旋律優美，詞劇感人。,這首歌的旋律優美，詞句感人。,0.8,0.1
保持熱愛生活，你會發限生活充滿驚喜。,保持熱愛生活，你會發現生活充滿驚喜。,0.8,0.1
你的奇極態度給我留下了深刻的印象。,你的積極態度給我留下了深刻的印象。,0.8,0.1
浩的習慣會塑造我們的性格。,好的習慣會塑造我們的性格。,0.8,0.1
我們在公園理野餐，享受陽光和微風。,我們在公園裡野餐，享受陽光和微風。,0.8,0.1
你的髮型很好崁，很適合你。,你的髮型很好看，很適合你。,0.8,0.1
雲朵在天空中自由地漂浮。,雲朵在天空中自由地飄浮。,0.8,0.1
這款手機的設技非常新穎，功能強大。,這款手機的設計非常新穎，功能強大。,0.8,0.1
我的夢想是成為一個科噱家。,我的夢想是成為一個科學家。,0.8,0.1
你的畫讓我有了信心和勇氣。,你的話讓我有了信心和勇氣。,0.8,0.1
每一個喱明都是一個新的開始。,每一個黎明都是一個新的開始。,0.8,0.1
天空的藍色讓我感到佞靜和平和。,天空的藍色讓我感到寧靜和平和。,0.8,0.1
我們應垓珍惜時間，抓住每一個學習的機會。,我們應該珍惜時間，抓住每一個學習的機會。,0.8,0.1
美麗的花朵成開在花園裡，吸引了許多蜜蜂。,美麗的花朵盛開在花園裡，吸引了許多蜜蜂。,0.8,0.1
我喜歡夏天的夜晚，星星繁多，空棄清新。,我喜歡夏天的夜晚，星星繁多，空氣清新。,0.8,0.1
小裊在林間歌唱，為大自然增添了生機。,小鳥在林間歌唱，為大自然增添了生機。,0.8,0.1
你的笑容如揚光般溫暖。,你的笑容如陽光般溫暖。,0.8,0.1
這家餐廳的環境很好，蔡品也很美味。,這家餐廳的環境很好，菜品也很美味。,0.8,0.1
浼一次的嘗試都是一種學習。,每一次的嘗試都是一種學習。,0.8,0.1
我們在公園裡玩耍，快樂地享受著暑價。,我們在公園裡玩耍，快樂地享受著暑假。,0.8,0.1
你的建議對我很有幫助，解謝你。,你的建議對我很有幫助，謝謝你。,0.8,0.1
我喜歡這首歌的節揍和旋律。,我喜歡這首歌的節奏和旋律。,0.8,0.1
這篇文章的語言流暢，內容深縟淺出。,這篇文章的語言流暢，內容深入淺出。,0.8,0.1
孕動是保持身體健康的好方法。,運動是保持身體健康的好方法。,0.8,0.1
我喜歡看日落，南橙紅色的光芒像極了希望。,我喜歡看日落，那橙紅色的光芒像極了希望。,0.8,0.1
做一個有責任感的人，對自己和它人都是一種尊重。,做一個有責任感的人，對自己和他人都是一種尊重。,0.8,0.1
美食可以治愈一切的啤倦和煩惱。,美食可以治愈一切的疲倦和煩惱。,0.8,0.1
讀一本好書，咎像和智者對話。,讀一本好書，就像和智者對話。,0.8,0.1
感謝每一次的像遇，都讓我學會了珍惜。,感謝每一次的相遇，都讓我學會了珍惜。,0.8,0.1
學習如同攀燈山峰，雖然辛苦，但風景絕佳。,學習如同攀登山峰，雖然辛苦，但風景絕佳。,0.8,0.1
你的鼓勵是我前勁的動力。,你的鼓勵是我前進的動力。,0.8,0.1
空氣中彌漫著新鮮的草香，讓人感覺心曠神怡。|空氣中瀰漫著新鮮的草香，讓人感教心曠神怡。,空氣中彌漫著新鮮的草香，讓人感覺心曠神怡。|空氣中瀰漫著新鮮的草香，讓人感覺心曠神怡。,0.8,0.1
美好的回憶如同甜蜜的糖果，讓人回味魔窮。,美好的回憶如同甜蜜的糖果，讓人回味無窮。,0.8,0.1
無論何時，你都不應該望記對生活充滿熱愛。,無論何時，你都不應該忘記對生活充滿熱愛。,0.8,0.1
世界充滿了未知和奇妙，我們需樂去探索和體驗。,世界充滿了未知和奇妙，我們需要去探索和體驗。,0.8,0.1
勇敢去追求自己的夢想，不怕睏難，不怕挫折。,勇敢去追求自己的夢想，不怕困難，不怕挫折。,0.8,0.1
這幅畫的色彩豐富，充滿活力，嶺人感到心情愉快。,這幅畫的色彩豐富，充滿活力，令人感到心情愉快。,0.8,0.1
我們在雨中眺舞，忘記了所有的煩惱。,我們在雨中跳舞，忘記了所有的煩惱。,0.8,0.1
這座城市的夜景美得令人屏惜。,這座城市的夜景美得令人屏息。,0.8,0.1
你的笑容讓我想起了春天的陽桄。,你的笑容讓我想起了春天的陽光。,0.8,0.1
這部電影的劇情設計獨特，讓人洄味無窮。,這部電影的劇情設計獨特，讓人回味無窮。,0.8,0.1
生活就像一部悲喜交織的電影，充滿了驚奇和變暑。,生活就像一部悲喜交織的電影，充滿了驚奇和變數。,0.8,0.1
這場音樂會的表演精彩絕論，讓人深感震撼。,這場音樂會的表演精彩絕倫，讓人深感震撼。,0.8,0.1
這種茶的香氣濃郁，味道乾甜，十分好喝。,這種茶的香氣濃郁，味道甘甜，十分好喝。,0.8,0.1
舒中的智慧可以讓我們更好地理解人生。,書中的智慧可以讓我們更好地理解人生。,0.8,0.1
這個公園的井色秀麗，讓人心情舒暢。,這個公園的景色秀麗，讓人心情舒暢。,0.8,0.1
語後的空氣清新，一切都變得涼快。,雨後的空氣清新，一切都變得涼快。,0.8,0.1
我喜歡這個城市的文化氛圍和力史遺產。,我喜歡這個城市的文化氛圍和歷史遺產。,0.8,0.1
我們映該珍惜每一個與家人共度的時刻。,我們應該珍惜每一個與家人共度的時刻。,0.8,0.1
學習新的技能可以讓我們更好的面對挑戰。,學習新的技能可以讓我們更好地面對挑戰。,0.8,0.1
我喜歡秋天的今黃，像詩一樣美麗。,我喜歡秋天的金黃，像詩一樣美麗。,0.8,0.1
穿著書適的衣服，吃著美食，這就是幸福的生活。,穿著舒適的衣服，吃著美食，這就是幸福的生活。,0.8,0.1
對知識敵追求是我們生活的動力。,對知識的追求是我們生活的動力。,0.8,0.1
這部劇的演員演技精湛，表眼生動有趣。,這部劇的演員演技精湛，表演生動有趣。,0.8,0.1
無論何時和地，你都是我最好的朋友。,無論何時何地，你都是我最好的朋友。,0.8,0.1
這家咖啡店的裝潢風格獨忑，很有藝術感。,這家咖啡店的裝潢風格獨特，很有藝術感。,0.8,0.1
我喜歡這款新產品的創新射計和功能。,我喜歡這款新產品的創新設計和功能。,0.8,0.1
河流的流水聲像一首優揚的樂曲。,河流的流水聲像一首悠揚的樂曲。,0.8,0.1
感謝你在我困南時候給予的幫助和支持。,感謝你在我困難時候給予的幫助和支持。,0.8,0.1
維護世界和平是我們共同的則任。,維護世界和平是我們共同的責任。,0.8,0.1
這個產品的品擲優良，非常耐用。,這個產品的品質優良，非常耐用。,0.8,0.1
你的成功來自你的努力和覺心。,你的成功來自你的努力和決心。,0.8,0.1
這首歌詞深沉，懸律動人，令人感動。,這首歌詞深沉，旋律動人，令人感動。,0.8,0.1
我們應該學會接受失敗，並從中學習和成掌。,我們應該學會接受失敗，並從中學習和成長。,0.8,0.1
我喜歡在月光下散步，感受它的神必和寧靜。|我喜歡在月光下散步，感受它的神祕和寧靜。,我喜歡在月光下散步，感受它的神秘和寧靜。|我喜歡在月光下散步，感受它的神祕和寧靜。,0.8,0.1
你的快越就是我的快樂。,你的快樂就是我的快樂。,0.8,0.1
單待動物，是對生命的尊重。,善待動物，是對生命的尊重。,0.8,0.1
你的熱情和積極感苒了我，讓我充滿動力。,你的熱情和積極感染了我，讓我充滿動力。,0.8,0.1
這座橋的夜景照亮了拯個河面，非常美麗。,這座橋的夜景照亮了整個河面，非常美麗。,0.8,0.1
爬扇雖然辛苦，但是看到山頂的風景就覺得一切都值得了。,爬山雖然辛苦，但是看到山頂的風景就覺得一切都值得了。,0.8,0.1
音樂有助於放鬆心情，緩姐壓力。,音樂有助於放鬆心情，緩解壓力。,0.8,0.1
學會獨立，坷以讓我們更有自信。,學會獨立，可以讓我們更有自信。,0.8,0.1
尊重他人，是作人的基本素質。,尊重他人，是做人的基本素質。,0.8,0.1
這個手機APP的界面設計德非常直觀，易於使用。,這個手機APP的界面設計得非常直觀，易於使用。,0.8,0.1
生活忠的小確幸可以帶給我們無比的快樂。,生活中的小確幸可以帶給我們無比的快樂。,0.8,0.1
這幅畫的題材創新，色彩和諧，十份吸引人。,這幅畫的題材創新，色彩和諧，十分吸引人。,0.8,0.1
運動可以強身健體，提皋我們的身心健康。,運動可以強身健體，提高我們的身心健康。,0.8,0.1
這手詩的語言優美，充滿了哲理。,這首詩的語言優美，充滿了哲理。,0.8,0.1
我屣歡大自然的寧靜和美麗。,我喜歡大自然的寧靜和美麗。,0.8,0.1
雪嘩飄落在樹梢，像一幅美麗的畫面。,雪花飄落在樹梢，像一幅美麗的畫面。,0.8,0.1
堅持就是勝利，不要輕憶放棄。,堅持就是勝利，不要輕易放棄。,0.8,0.1
讀書可以增長我們的之識，拓寬我們的視野。,讀書可以增長我們的知識，拓寬我們的視野。,0.8,0.1
你的優默讓每個人都笑了起來。,你的幽默讓每個人都笑了起來。,0.8,0.1
美好的生活需要我們去創建，去偵惜。,美好的生活需要我們去創建，去珍惜。,0.8,0.1
生活中的點滴快要是我們寶貴的財富。,生活中的點滴快樂是我們寶貴的財富。,0.8,0.1
